name,Route,Source,Dest,Duration,Starting time,Reach Time,Price,Seats,Rating
Zingbus Plus,1-Goa to Mumbai,Mapusa,Borivali East,15h 05m,19:40,10:45,629,25Seats available,4.4622
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 20m,21:00,11:20,INR711,20Seats available,4.4356
Rajdhani Travels Corporation,1-Goa to Mumbai,Mapusa,Sion,12h 40m,19:30,08:10,INR699,22Seats available,4.4286
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 30m,18:30,09:00,INR711,31Seats available,4.3442
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 15m,14:00,05:15,INR750,30Seats available,4.2314
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 15m,15:30,06:45,INR650,16Seats available,4.2286
Jolly Tours and Travels,1-Goa to Mumbai,Mapusa,Sion,12h 05m,18:25,06:30,INR1499,25Seats available,4.2133
GANESH PRASAD TRAVELS,1-Goa to Mumbai,Mapusa,Borivali East,15h 10m,17:20,08:30,INR2500,49Seats available,New
GANESH PRASAD TRAVELS,1-Goa to Mumbai,Mapusa,Borivali East,14h 55m,16:20,07:15,INR2000,49Seats available,New
Atmaram Travels(M.Dev),1-Goa to Mumbai,Mapusa,Borivali East,13h 50m,22:00,11:50,INR650,30Seats available,4.0343
"National Travels,Goa",1-Goa to Mumbai,Mapusa,Sion,13h 00m,18:30,07:30,INR550,21Seats available,4.0228
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 55m,17:30,09:25,INR599,24Seats available,3.8309
"National Travels,Goa",1-Goa to Mumbai,Mapusa,Borivali East,15h 00m,19:30,10:30,INR699,19Seats available,3.8245
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 20m,16:30,07:50,INR606,22Seats available,3.7263
Atmaram Travels(M.Dev),1-Goa to Mumbai,Mapusa,Borivali East,13h 55m,21:02,10:57,INR555,17Seats available,4.272
PSR Travels (Vaibhav),1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,22:30,12:30,INR799,28Seats available,3.8113
Atmaram Travels(GTA),1-Goa to Mumbai,Mapusa,Borivali East,14h 35m,19:00,09:35,INR575,29Seats available,3.6291
Anand Travels,1-Goa to Mumbai,Mapusa,Borivali East,12h 00m,19:30,07:30,594,22Seats available,2.9264
Atmaram Travels (Unity),1-Goa to Mumbai,Mapusa,Borivali East,14h 35m,20:00,10:35,INR599,21Seats available,4.1269
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,16h 00m,18:30,10:30,INR555,20Seats available,3.6174
Atmaram Travels (Vishal),1-Goa to Mumbai,Mapusa,Borivali East,15h 10m,18:10,09:20,INR350,41Seats available,3.791
VAILANKANNI TRAVELS,1-Goa to Mumbai,Mapusa,Borivali East,12h 50m,20:40,09:30,INR550,26Seats available,3.8244
Manish Roshan Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,20:30,10:30,INR700,28Seats available,3.5108
Manish Sharma Travels,1-Goa to Mumbai,Mapusa,Borivali East,16h 00m,19:00,11:00,INR3000,24Seats available,2.161
Manish Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 30m,18:30,09:00,INR500,27Seats available,3.44
Sai Travels,1-Goa to Mumbai,Panjim,Borivali East,14h 50m,18:00,08:50,INR5000,28Seats available,3.773
Vailankanni Travels - Mujawar,1-Goa to Mumbai,Mapusa,Borivali East,13h 20m,19:40,09:00,INR550,29Seats available,3.6
Manish Travels,1-Goa to Mumbai,Mapusa,Borivali East,16h 00m,16:00,08:00,INR5000,30Seats available,4.711
Atmaram Travels (Vaibhav),1-Goa to Mumbai,Mapusa,Borivali East,14h 10m,22:31,12:41,INR799,19Seats available,3.531
Naik Tours And Travels,1-Goa to Mumbai,Mapusa,Sion,12h 45m,18:20,07:05,499,26Seats available,2.7135
Manish Roshan Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,17:30,07:30,INR700,24Seats available,2.750
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 30m,18:20,08:50,INR711,30Seats available,3.38
Gujarat Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 40m,12:25,03:05,950,32Seats available,1.924
Sai Travels,1-Goa to Mumbai,Panjim,Borivali East,15h 00m,17:00,08:00,INR555,26Seats available,3.6
Sai Travels,1-Goa to Mumbai,Panjim,Borivali East,15h 35m,18:00,09:35,INR555,29Seats available,3.6
Manish Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,19:30,09:30,INR800,23Seats available,2.7
Naik Tours And Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 25m,16:30,06:55,499,21Seats available,
Kadamba Transport Corporation Limited  (KTCL)  - 116186,1-Goa to Mumbai,Mapusa,Sion,13h 30m,18:30,08:00,INR900,21Seats available,3.9217
Zingbus Plus,1-Goa to Mumbai,Mapusa,Borivali East,16h 50m,20:35,13:25,691,21Seats available,4.6378
Zingbus Plus,1-Goa to Mumbai,Mapusa,Borivali East,14h 55m,18:10,09:05,630,22Seats available,4.4769
AdNaik Tours And Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 25m,16:20,06:45,499,22Seats available,4.631
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 10m,19:30,09:40,INR711,20Seats available,4.5403
Zingbus Plus,1-Goa to Mumbai,Mapusa,Borivali East,15h 05m,19:40,10:45,629,25Seats available,4.4622
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 20m,21:00,11:20,INR711,20Seats available,4.4356
Rajdhani Travels Corporation,1-Goa to Mumbai,Mapusa,Sion,12h 40m,19:30,08:10,INR699,22Seats available,4.4286
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 30m,18:30,09:00,INR711,31Seats available,4.3442
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 15m,14:00,05:15,INR750,30Seats available,4.2314
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 15m,15:30,06:45,INR650,16Seats available,4.2286
Jolly Tours and Travels,1-Goa to Mumbai,Mapusa,Sion,12h 05m,18:25,06:30,INR1499,25Seats available,4.2133
GANESH PRASAD TRAVELS,1-Goa to Mumbai,Mapusa,Borivali East,15h 10m,17:20,08:30,INR2500,49Seats available,New
GANESH PRASAD TRAVELS,1-Goa to Mumbai,Mapusa,Borivali East,14h 55m,16:20,07:15,INR2000,49Seats available,New
Atmaram Travels(M.Dev),1-Goa to Mumbai,Mapusa,Borivali East,13h 50m,22:00,11:50,INR650,30Seats available,4.0343
"National Travels,Goa",1-Goa to Mumbai,Mapusa,Sion,13h 00m,18:30,07:30,INR550,21Seats available,4.0228
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 55m,17:30,09:25,INR599,24Seats available,3.8309
"National Travels,Goa",1-Goa to Mumbai,Mapusa,Borivali East,15h 00m,19:30,10:30,INR699,19Seats available,3.8245
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 20m,16:30,07:50,INR606,22Seats available,3.7263
Atmaram Travels(M.Dev),1-Goa to Mumbai,Mapusa,Borivali East,13h 55m,21:02,10:57,INR555,17Seats available,4.272
PSR Travels (Vaibhav),1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,22:30,12:30,INR799,28Seats available,3.8113
Atmaram Travels(GTA),1-Goa to Mumbai,Mapusa,Borivali East,14h 35m,19:00,09:35,INR575,29Seats available,3.6291
Anand Travels,1-Goa to Mumbai,Mapusa,Borivali East,12h 00m,19:30,07:30,594,22Seats available,2.9264
Atmaram Travels (Unity),1-Goa to Mumbai,Mapusa,Borivali East,14h 35m,20:00,10:35,INR599,21Seats available,4.1269
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,16h 00m,18:30,10:30,INR555,20Seats available,3.6174
Atmaram Travels (Vishal),1-Goa to Mumbai,Mapusa,Borivali East,15h 10m,18:10,09:20,INR350,41Seats available,3.791
VAILANKANNI TRAVELS,1-Goa to Mumbai,Mapusa,Borivali East,12h 50m,20:40,09:30,INR550,26Seats available,3.8244
Manish Roshan Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,20:30,10:30,INR700,28Seats available,3.5108
Manish Sharma Travels,1-Goa to Mumbai,Mapusa,Borivali East,16h 00m,19:00,11:00,INR3000,24Seats available,2.161
Manish Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 30m,18:30,09:00,INR500,27Seats available,3.44
Sai Travels,1-Goa to Mumbai,Panjim,Borivali East,14h 50m,18:00,08:50,INR5000,28Seats available,3.773
Vailankanni Travels - Mujawar,1-Goa to Mumbai,Mapusa,Borivali East,13h 20m,19:40,09:00,INR550,29Seats available,3.6
Manish Travels,1-Goa to Mumbai,Mapusa,Borivali East,16h 00m,16:00,08:00,INR5000,30Seats available,4.711
Atmaram Travels (Vaibhav),1-Goa to Mumbai,Mapusa,Borivali East,14h 10m,22:31,12:41,INR799,19Seats available,3.531
Naik Tours And Travels,1-Goa to Mumbai,Mapusa,Sion,12h 45m,18:20,07:05,499,26Seats available,2.7135
Manish Roshan Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,17:30,07:30,INR700,24Seats available,2.750
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 30m,18:20,08:50,INR711,30Seats available,3.38
Gujarat Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 40m,12:25,03:05,950,32Seats available,1.924
Sai Travels,1-Goa to Mumbai,Panjim,Borivali East,15h 00m,17:00,08:00,INR555,26Seats available,3.6
Sai Travels,1-Goa to Mumbai,Panjim,Borivali East,15h 35m,18:00,09:35,INR555,29Seats available,3.6
Manish Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,19:30,09:30,INR800,23Seats available,2.7
Naik Tours And Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 25m,16:30,06:55,499,21Seats available,
Kadamba Transport Corporation Limited  (KTCL)  - 116186,1-Goa to Mumbai,Mapusa,Sion,13h 30m,18:30,08:00,INR900,21Seats available,3.9217
Zingbus Plus,1-Goa to Mumbai,Mapusa,Borivali East,16h 50m,20:35,13:25,691,21Seats available,4.6378
Zingbus Plus,1-Goa to Mumbai,Mapusa,Borivali East,14h 55m,18:10,09:05,630,22Seats available,4.4769
AdNaik Tours And Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 25m,16:20,06:45,499,22Seats available,4.631
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 10m,19:30,09:40,INR711,20Seats available,4.5403
Zingbus Plus,1-Goa to Mumbai,Mapusa,Borivali East,15h 05m,19:40,10:45,629,25Seats available,4.4622
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 20m,21:00,11:20,INR711,20Seats available,4.4356
Rajdhani Travels Corporation,1-Goa to Mumbai,Mapusa,Sion,12h 40m,19:30,08:10,INR699,22Seats available,4.4286
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 30m,18:30,09:00,INR711,31Seats available,4.3442
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 15m,14:00,05:15,INR750,30Seats available,4.2314
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 15m,15:30,06:45,INR650,16Seats available,4.2286
Jolly Tours and Travels,1-Goa to Mumbai,Mapusa,Sion,12h 05m,18:25,06:30,INR1499,25Seats available,4.2133
GANESH PRASAD TRAVELS,1-Goa to Mumbai,Mapusa,Borivali East,15h 10m,17:20,08:30,INR2500,49Seats available,New
GANESH PRASAD TRAVELS,1-Goa to Mumbai,Mapusa,Borivali East,14h 55m,16:20,07:15,INR2000,49Seats available,New
Atmaram Travels(M.Dev),1-Goa to Mumbai,Mapusa,Borivali East,13h 50m,22:00,11:50,INR650,30Seats available,4.0343
"National Travels,Goa",1-Goa to Mumbai,Mapusa,Sion,13h 00m,18:30,07:30,INR550,21Seats available,4.0228
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 55m,17:30,09:25,INR599,24Seats available,3.8309
"National Travels,Goa",1-Goa to Mumbai,Mapusa,Borivali East,15h 00m,19:30,10:30,INR699,19Seats available,3.8245
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 20m,16:30,07:50,INR606,22Seats available,3.7263
Atmaram Travels(M.Dev),1-Goa to Mumbai,Mapusa,Borivali East,13h 55m,21:02,10:57,INR555,17Seats available,4.272
PSR Travels (Vaibhav),1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,22:30,12:30,INR799,28Seats available,3.8113
Atmaram Travels(GTA),1-Goa to Mumbai,Mapusa,Borivali East,14h 35m,19:00,09:35,INR575,29Seats available,3.6291
Anand Travels,1-Goa to Mumbai,Mapusa,Borivali East,12h 00m,19:30,07:30,594,22Seats available,2.9264
Atmaram Travels (Unity),1-Goa to Mumbai,Mapusa,Borivali East,14h 35m,20:00,10:35,INR599,21Seats available,4.1269
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,16h 00m,18:30,10:30,INR555,20Seats available,3.6174
Atmaram Travels (Vishal),1-Goa to Mumbai,Mapusa,Borivali East,15h 10m,18:10,09:20,INR350,41Seats available,3.791
VAILANKANNI TRAVELS,1-Goa to Mumbai,Mapusa,Borivali East,12h 50m,20:40,09:30,INR550,26Seats available,3.8244
Manish Roshan Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,20:30,10:30,INR700,28Seats available,3.5108
Manish Sharma Travels,1-Goa to Mumbai,Mapusa,Borivali East,16h 00m,19:00,11:00,INR3000,24Seats available,2.161
Manish Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 30m,18:30,09:00,INR500,27Seats available,3.44
Sai Travels,1-Goa to Mumbai,Panjim,Borivali East,14h 50m,18:00,08:50,INR5000,28Seats available,3.773
Vailankanni Travels - Mujawar,1-Goa to Mumbai,Mapusa,Borivali East,13h 20m,19:40,09:00,INR550,29Seats available,3.6
Manish Travels,1-Goa to Mumbai,Mapusa,Borivali East,16h 00m,16:00,08:00,INR5000,30Seats available,4.711
Atmaram Travels (Vaibhav),1-Goa to Mumbai,Mapusa,Borivali East,14h 10m,22:31,12:41,INR799,19Seats available,3.531
Naik Tours And Travels,1-Goa to Mumbai,Mapusa,Sion,12h 45m,18:20,07:05,499,26Seats available,2.7135
Manish Roshan Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,17:30,07:30,INR700,24Seats available,2.750
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 30m,18:20,08:50,INR711,30Seats available,3.38
Gujarat Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 40m,12:25,03:05,950,32Seats available,1.924
Sai Travels,1-Goa to Mumbai,Panjim,Borivali East,15h 00m,17:00,08:00,INR555,26Seats available,3.6
Sai Travels,1-Goa to Mumbai,Panjim,Borivali East,15h 35m,18:00,09:35,INR555,29Seats available,3.6
Manish Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,19:30,09:30,INR800,23Seats available,2.7
Naik Tours And Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 25m,16:30,06:55,499,21Seats available,
Kadamba Transport Corporation Limited  (KTCL)  - 116186,1-Goa to Mumbai,Mapusa,Sion,13h 30m,18:30,08:00,INR900,21Seats available,3.9217
Zingbus Plus,1-Goa to Mumbai,Mapusa,Borivali East,16h 50m,20:35,13:25,691,21Seats available,4.6378
Zingbus Plus,1-Goa to Mumbai,Mapusa,Borivali East,14h 55m,18:10,09:05,630,22Seats available,4.4769
AdNaik Tours And Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 25m,16:20,06:45,499,22Seats available,4.631
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 10m,19:30,09:40,INR711,20Seats available,4.5403
Zingbus Plus,1-Goa to Mumbai,Mapusa,Borivali East,15h 05m,19:40,10:45,629,25Seats available,4.4622
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 20m,21:00,11:20,INR711,20Seats available,4.4356
Rajdhani Travels Corporation,1-Goa to Mumbai,Mapusa,Sion,12h 40m,19:30,08:10,INR699,22Seats available,4.4286
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 30m,18:30,09:00,INR711,31Seats available,4.3442
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 15m,14:00,05:15,INR750,30Seats available,4.2314
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 15m,15:30,06:45,INR650,16Seats available,4.2286
Jolly Tours and Travels,1-Goa to Mumbai,Mapusa,Sion,12h 05m,18:25,06:30,INR1499,25Seats available,4.2133
GANESH PRASAD TRAVELS,1-Goa to Mumbai,Mapusa,Borivali East,15h 10m,17:20,08:30,INR2500,49Seats available,New
GANESH PRASAD TRAVELS,1-Goa to Mumbai,Mapusa,Borivali East,14h 55m,16:20,07:15,INR2000,49Seats available,New
Atmaram Travels(M.Dev),1-Goa to Mumbai,Mapusa,Borivali East,13h 50m,22:00,11:50,INR650,30Seats available,4.0343
"National Travels,Goa",1-Goa to Mumbai,Mapusa,Sion,13h 00m,18:30,07:30,INR550,21Seats available,4.0228
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 55m,17:30,09:25,INR599,24Seats available,3.8309
"National Travels,Goa",1-Goa to Mumbai,Mapusa,Borivali East,15h 00m,19:30,10:30,INR699,19Seats available,3.8245
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 20m,16:30,07:50,INR606,22Seats available,3.7263
Atmaram Travels(M.Dev),1-Goa to Mumbai,Mapusa,Borivali East,13h 55m,21:02,10:57,INR555,17Seats available,4.272
PSR Travels (Vaibhav),1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,22:30,12:30,INR799,28Seats available,3.8113
Atmaram Travels(GTA),1-Goa to Mumbai,Mapusa,Borivali East,14h 35m,19:00,09:35,INR575,29Seats available,3.6291
Anand Travels,1-Goa to Mumbai,Mapusa,Borivali East,12h 00m,19:30,07:30,594,22Seats available,2.9264
Atmaram Travels (Unity),1-Goa to Mumbai,Mapusa,Borivali East,14h 35m,20:00,10:35,INR599,21Seats available,4.1269
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,16h 00m,18:30,10:30,INR555,20Seats available,3.6174
Atmaram Travels (Vishal),1-Goa to Mumbai,Mapusa,Borivali East,15h 10m,18:10,09:20,INR350,41Seats available,3.791
VAILANKANNI TRAVELS,1-Goa to Mumbai,Mapusa,Borivali East,12h 50m,20:40,09:30,INR550,26Seats available,3.8244
Manish Roshan Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,20:30,10:30,INR700,28Seats available,3.5108
Manish Sharma Travels,1-Goa to Mumbai,Mapusa,Borivali East,16h 00m,19:00,11:00,INR3000,24Seats available,2.161
Manish Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 30m,18:30,09:00,INR500,27Seats available,3.44
Sai Travels,1-Goa to Mumbai,Panjim,Borivali East,14h 50m,18:00,08:50,INR5000,28Seats available,3.773
Vailankanni Travels - Mujawar,1-Goa to Mumbai,Mapusa,Borivali East,13h 20m,19:40,09:00,INR550,29Seats available,3.6
Manish Travels,1-Goa to Mumbai,Mapusa,Borivali East,16h 00m,16:00,08:00,INR5000,30Seats available,4.711
Atmaram Travels (Vaibhav),1-Goa to Mumbai,Mapusa,Borivali East,14h 10m,22:31,12:41,INR799,19Seats available,3.531
Naik Tours And Travels,1-Goa to Mumbai,Mapusa,Sion,12h 45m,18:20,07:05,499,26Seats available,2.7135
Manish Roshan Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,17:30,07:30,INR700,24Seats available,2.750
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 30m,18:20,08:50,INR711,30Seats available,3.38
Gujarat Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 40m,12:25,03:05,950,32Seats available,1.924
Sai Travels,1-Goa to Mumbai,Panjim,Borivali East,15h 00m,17:00,08:00,INR555,26Seats available,3.6
Sai Travels,1-Goa to Mumbai,Panjim,Borivali East,15h 35m,18:00,09:35,INR555,29Seats available,3.6
Manish Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,19:30,09:30,INR800,23Seats available,2.7
Naik Tours And Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 25m,16:30,06:55,499,21Seats available,
Kadamba Transport Corporation Limited  (KTCL)  - 116186,1-Goa to Mumbai,Mapusa,Sion,13h 30m,18:30,08:00,INR900,21Seats available,3.9217
Zingbus Plus,1-Goa to Mumbai,Mapusa,Borivali East,16h 50m,20:35,13:25,691,21Seats available,4.6378
Zingbus Plus,1-Goa to Mumbai,Mapusa,Borivali East,14h 55m,18:10,09:05,630,22Seats available,4.4769
AdNaik Tours And Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 25m,16:20,06:45,499,22Seats available,4.631
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 10m,19:30,09:40,INR711,20Seats available,4.5403
Zingbus Plus,1-Goa to Mumbai,Mapusa,Borivali East,15h 05m,19:40,10:45,629,25Seats available,4.4622
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 20m,21:00,11:20,INR711,20Seats available,4.4356
Rajdhani Travels Corporation,1-Goa to Mumbai,Mapusa,Sion,12h 40m,19:30,08:10,INR699,22Seats available,4.4286
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 30m,18:30,09:00,INR711,31Seats available,4.3442
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 15m,14:00,05:15,INR750,30Seats available,4.2314
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 15m,15:30,06:45,INR650,16Seats available,4.2286
Jolly Tours and Travels,1-Goa to Mumbai,Mapusa,Sion,12h 05m,18:25,06:30,INR1499,25Seats available,4.2133
GANESH PRASAD TRAVELS,1-Goa to Mumbai,Mapusa,Borivali East,15h 10m,17:20,08:30,INR2500,49Seats available,New
GANESH PRASAD TRAVELS,1-Goa to Mumbai,Mapusa,Borivali East,14h 55m,16:20,07:15,INR2000,49Seats available,New
Atmaram Travels(M.Dev),1-Goa to Mumbai,Mapusa,Borivali East,13h 50m,22:00,11:50,INR650,30Seats available,4.0343
"National Travels,Goa",1-Goa to Mumbai,Mapusa,Sion,13h 00m,18:30,07:30,INR550,21Seats available,4.0228
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 55m,17:30,09:25,INR599,24Seats available,3.8309
"National Travels,Goa",1-Goa to Mumbai,Mapusa,Borivali East,15h 00m,19:30,10:30,INR699,19Seats available,3.8245
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 20m,16:30,07:50,INR606,22Seats available,3.7263
Atmaram Travels(M.Dev),1-Goa to Mumbai,Mapusa,Borivali East,13h 55m,21:02,10:57,INR555,17Seats available,4.272
PSR Travels (Vaibhav),1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,22:30,12:30,INR799,28Seats available,3.8113
Atmaram Travels(GTA),1-Goa to Mumbai,Mapusa,Borivali East,14h 35m,19:00,09:35,INR575,29Seats available,3.6291
Anand Travels,1-Goa to Mumbai,Mapusa,Borivali East,12h 00m,19:30,07:30,594,22Seats available,2.9264
Atmaram Travels (Unity),1-Goa to Mumbai,Mapusa,Borivali East,14h 35m,20:00,10:35,INR599,21Seats available,4.1269
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,16h 00m,18:30,10:30,INR555,20Seats available,3.6174
Atmaram Travels (Vishal),1-Goa to Mumbai,Mapusa,Borivali East,15h 10m,18:10,09:20,INR350,41Seats available,3.791
VAILANKANNI TRAVELS,1-Goa to Mumbai,Mapusa,Borivali East,12h 50m,20:40,09:30,INR550,26Seats available,3.8244
Manish Roshan Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,20:30,10:30,INR700,28Seats available,3.5108
Manish Sharma Travels,1-Goa to Mumbai,Mapusa,Borivali East,16h 00m,19:00,11:00,INR3000,24Seats available,2.161
Manish Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 30m,18:30,09:00,INR500,27Seats available,3.44
Sai Travels,1-Goa to Mumbai,Panjim,Borivali East,14h 50m,18:00,08:50,INR5000,28Seats available,3.773
Vailankanni Travels - Mujawar,1-Goa to Mumbai,Mapusa,Borivali East,13h 20m,19:40,09:00,INR550,29Seats available,3.6
Manish Travels,1-Goa to Mumbai,Mapusa,Borivali East,16h 00m,16:00,08:00,INR5000,30Seats available,4.711
Atmaram Travels (Vaibhav),1-Goa to Mumbai,Mapusa,Borivali East,14h 10m,22:31,12:41,INR799,19Seats available,3.531
Naik Tours And Travels,1-Goa to Mumbai,Mapusa,Sion,12h 45m,18:20,07:05,499,26Seats available,2.7135
Manish Roshan Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,17:30,07:30,INR700,24Seats available,2.750
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 30m,18:20,08:50,INR711,30Seats available,3.38
Gujarat Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 40m,12:25,03:05,950,32Seats available,1.924
Sai Travels,1-Goa to Mumbai,Panjim,Borivali East,15h 00m,17:00,08:00,INR555,26Seats available,3.6
Sai Travels,1-Goa to Mumbai,Panjim,Borivali East,15h 35m,18:00,09:35,INR555,29Seats available,3.6
Manish Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 00m,19:30,09:30,INR800,23Seats available,2.7
Naik Tours And Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 25m,16:30,06:55,499,21Seats available,
Kadamba Transport Corporation Limited  (KTCL)  - 116186,1-Goa to Mumbai,Mapusa,Sion,13h 30m,18:30,08:00,INR900,21Seats available,3.9217
Zingbus Plus,1-Goa to Mumbai,Mapusa,Borivali East,16h 50m,20:35,13:25,691,21Seats available,4.6378
Zingbus Plus,1-Goa to Mumbai,Mapusa,Borivali East,14h 55m,18:10,09:05,630,22Seats available,4.4769
AdNaik Tours And Travels,1-Goa to Mumbai,Mapusa,Borivali East,14h 25m,16:20,06:45,499,22Seats available,4.631
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 10m,19:30,09:40,INR711,20Seats available,4.5403
Zingbus Plus,1-Goa to Mumbai,Mapusa,Borivali East,15h 05m,19:40,10:45,629,25Seats available,4.4622
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 20m,21:00,11:20,INR711,20Seats available,4.4356
Rajdhani Travels Corporation,1-Goa to Mumbai,Mapusa,Sion,12h 40m,19:30,08:10,INR699,22Seats available,4.4286
IntrCity SmartBus,1-Goa to Mumbai,Mapusa,Borivali East,14h 30m,18:30,09:00,INR711,31Seats available,4.3442
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 15m,14:00,05:15,INR750,30Seats available,4.2314
Atmaram Travels (Dolphin),1-Goa to Mumbai,Mapusa,Borivali East,15h 15m,15:30,06:45,INR650,16Seats available,4.2286
Jolly Tours and Travels,1-Goa to Mumbai,Mapusa,Sion,12h 05m,18:25,06:30,INR1499,25Seats available,4.2133
GANESH PRASAD TRAVELS,1-Goa to Mumbai,Mapusa,Borivali East,15h 10m,17:20,08:30,INR2500,49Seats available,New
