name,Route,Source,Dest,Duration,Starting time,Reach Time,Price,Seats,Rating
National travels and logistics,1-Goa to Bangalore,Aluva Paravoor Kavala,Anand Rao Circle,09h 45m,21:15,07:00,INR3000,26Seats available,3.5
Sea Bird Tourist,1-Goa to Bangalore,Panjim,Anand Rao Circle,14h 00m,18:30,08:30,INR700,23Seats available,2.7157
Sea Bird Tourist,1-Goa to Bangalore,Panjim,Anand Rao Circle,12h 30m,19:00,07:30,INR800,37Seats available,2.242
Sri Varalakshmi Travels,1-Goa to Bangalore,Panjim,Anand Rao Circle,12h 50m,18:00,06:50,INR1499,32Seats available,3.18
Sea Bird Tourist,1-Goa to Bangalore,Panjim,Anand Rao Circle,13h 00m,19:30,08:30,INR900,23Seats available,2.210
Northern Travels,1-Goa to Bangalore,Panjim,Anand Rao Circle,14h 00m,20:30,10:30,3324,50Seats available,2.7
Balaji Tourist,1-Goa to Bangalore,Panjim,Anand Rao Circle,10h 40m,20:45,07:25,INR3000,1Seat available,1.3
VRL Travels,1-Goa to Bangalore,Panjim,Anand Rao Circle,14h 00m,20:00,10:00,INR900,29Seats available,3.069
VRL Travels,1-Goa to Bangalore,Panjim,Anand Rao Circle,14h 00m,19:00,09:00,INR700,35Seats available,3.831
VRL Travels,1-Goa to Bangalore,Panjim,Anand Rao Circle,14h 00m,18:00,08:00,INR700,28Seats available,3.893
name,Route,Source,Dest,Duration,Starting time,Reach Time,Price,Seats,Rating
Kadamba Transport Corporation Limited  (KTCL)  - 61005,1-Solapur to Goa,Sholapur,Vasco,14h 00m,20:00,10:00,INR850,34Seats available,3.389
Humsafar Travels,1-Solapur to Goa,"Vinayak Humsafar Travels,Mech...",Madgaon,08h 45m,23:15,08:00,INR1450,24Seats available,3.171
S R Travels,1-Solapur to Goa,Solapur,Mapusa,12h 15m,18:45,07:00,INR700,26Seats available,2.871
Sharma Travels,1-Solapur to Goa,"Vinayak humsafar  travels,nea...",Panjim,10h 00m,23:01,09:01,INR1333,11Seats available,3.98
SR Tours & Travels,1-Solapur to Goa,Chatrapati sambhaji maharaj c...,MAPUSA NEAR TAXI STAND,11h 20m,18:10,05:30,1080,28Seats available,2.7
Kadamba Transport Corporation Limited  (KTCL)  - 61005,1-Solapur to Goa,Sholapur,Vasco,14h 00m,20:00,10:00,INR850,34Seats available,3.389
Humsafar Travels,1-Solapur to Goa,"Vinayak Humsafar Travels,Mech...",Madgaon,08h 45m,23:15,08:00,INR1450,24Seats available,3.171
S R Travels,1-Solapur to Goa,Solapur,Mapusa,12h 15m,18:45,07:00,INR700,26Seats available,2.871
Sharma Travels,1-Solapur to Goa,"Vinayak humsafar  travels,nea...",Panjim,10h 00m,23:01,09:01,INR1333,11Seats available,3.98
SR Tours & Travels,1-Solapur to Goa,Chatrapati sambhaji maharaj c...,MAPUSA NEAR TAXI STAND,11h 20m,18:10,05:30,1080,28Seats available,2.7
Kadamba Transport Corporation Limited  (KTCL)  - 61005,1-Solapur to Goa,Sholapur,Vasco,14h 00m,20:00,10:00,INR850,34Seats available,3.389
Humsafar Travels,1-Solapur to Goa,"Vinayak Humsafar Travels,Mech...",Madgaon,08h 45m,23:15,08:00,INR1450,24Seats available,3.171
S R Travels,1-Solapur to Goa,Solapur,Mapusa,12h 15m,18:45,07:00,INR700,26Seats available,2.871
Sharma Travels,1-Solapur to Goa,"Vinayak humsafar  travels,nea...",Panjim,10h 00m,23:01,09:01,INR1333,11Seats available,3.98
SR Tours & Travels,1-Solapur to Goa,Chatrapati sambhaji maharaj c...,MAPUSA NEAR TAXI STAND,11h 20m,18:10,05:30,1080,28Seats available,2.7
Kadamba Transport Corporation Limited  (KTCL)  - 61005,1-Solapur to Goa,Sholapur,Vasco,14h 00m,20:00,10:00,INR850,34Seats available,3.389
Humsafar Travels,1-Solapur to Goa,"Vinayak Humsafar Travels,Mech...",Madgaon,08h 45m,23:15,08:00,INR1450,24Seats available,3.171
S R Travels,1-Solapur to Goa,Solapur,Mapusa,12h 15m,18:45,07:00,INR700,26Seats available,2.871
Sharma Travels,1-Solapur to Goa,"Vinayak humsafar  travels,nea...",Panjim,10h 00m,23:01,09:01,INR1333,11Seats available,3.98
SR Tours & Travels,1-Solapur to Goa,Chatrapati sambhaji maharaj c...,MAPUSA NEAR TAXI STAND,11h 20m,18:10,05:30,1080,28Seats available,2.7
Kadamba Transport Corporation Limited  (KTCL)  - 61005,1-Solapur to Goa,Sholapur,Vasco,14h 00m,20:00,10:00,INR850,34Seats available,3.389
Humsafar Travels,1-Solapur to Goa,"Vinayak Humsafar Travels,Mech...",Madgaon,08h 45m,23:15,08:00,INR1450,24Seats available,3.171
S R Travels,1-Solapur to Goa,Solapur,Mapusa,12h 15m,18:45,07:00,INR700,26Seats available,2.871
Sharma Travels,1-Solapur to Goa,"Vinayak humsafar  travels,nea...",Panjim,10h 00m,23:01,09:01,INR1333,11Seats available,3.98
SR Tours & Travels,1-Solapur to Goa,Chatrapati sambhaji maharaj c...,MAPUSA NEAR TAXI STAND,11h 20m,18:10,05:30,1080,28Seats available,2.7
Kadamba Transport Corporation Limited  (KTCL)  - 61005,1-Solapur to Goa,Sholapur,Vasco,14h 00m,20:00,10:00,INR850,34Seats available,3.389
Humsafar Travels,1-Solapur to Goa,"Vinayak Humsafar Travels,Mech...",Madgaon,08h 45m,23:15,08:00,INR1450,24Seats available,3.171
S R Travels,1-Solapur to Goa,Solapur,Mapusa,12h 15m,18:45,07:00,INR700,26Seats available,2.871
Sharma Travels,1-Solapur to Goa,"Vinayak humsafar  travels,nea...",Panjim,10h 00m,23:01,09:01,INR1333,11Seats available,3.98
SR Tours & Travels,1-Solapur to Goa,Chatrapati sambhaji maharaj c...,MAPUSA NEAR TAXI STAND,11h 20m,18:10,05:30,1080,28Seats available,2.7
Kadamba Transport Corporation Limited  (KTCL)  - 61005,1-Solapur to Goa,Sholapur,Vasco,14h 00m,20:00,10:00,INR850,34Seats available,3.389
Humsafar Travels,1-Solapur to Goa,"Vinayak Humsafar Travels,Mech...",Madgaon,08h 45m,23:15,08:00,INR1450,24Seats available,3.171
S R Travels,1-Solapur to Goa,Solapur,Mapusa,12h 15m,18:45,07:00,INR700,26Seats available,2.871
Sharma Travels,1-Solapur to Goa,"Vinayak humsafar  travels,nea...",Panjim,10h 00m,23:01,09:01,INR1333,11Seats available,3.98
SR Tours & Travels,1-Solapur to Goa,Chatrapati sambhaji maharaj c...,MAPUSA NEAR TAXI STAND,11h 20m,18:10,05:30,1080,28Seats available,2.7
Kadamba Transport Corporation Limited  (KTCL)  - 61005,1-Solapur to Goa,Sholapur,Vasco,14h 00m,20:00,10:00,INR850,34Seats available,3.389
Humsafar Travels,1-Solapur to Goa,"Vinayak Humsafar Travels,Mech...",Madgaon,08h 45m,23:15,08:00,INR1450,24Seats available,3.171
S R Travels,1-Solapur to Goa,Solapur,Mapusa,12h 15m,18:45,07:00,INR700,26Seats available,2.871
Sharma Travels,1-Solapur to Goa,"Vinayak humsafar  travels,nea...",Panjim,10h 00m,23:01,09:01,INR1333,11Seats available,3.98
SR Tours & Travels,1-Solapur to Goa,Chatrapati sambhaji maharaj c...,MAPUSA NEAR TAXI STAND,11h 20m,18:10,05:30,1080,28Seats available,2.7
Kadamba Transport Corporation Limited  (KTCL)  - 61005,1-Solapur to Goa,Sholapur,Vasco,14h 00m,20:00,10:00,INR850,34Seats available,3.389
Humsafar Travels,1-Solapur to Goa,"Vinayak Humsafar Travels,Mech...",Madgaon,08h 45m,23:15,08:00,INR1450,24Seats available,3.171
S R Travels,1-Solapur to Goa,Solapur,Mapusa,12h 15m,18:45,07:00,INR700,26Seats available,2.871
Sharma Travels,1-Solapur to Goa,"Vinayak humsafar  travels,nea...",Panjim,10h 00m,23:01,09:01,INR1333,11Seats available,3.98
SR Tours & Travels,1-Solapur to Goa,Chatrapati sambhaji maharaj c...,MAPUSA NEAR TAXI STAND,11h 20m,18:10,05:30,1080,28Seats available,2.7
Kadamba Transport Corporation Limited  (KTCL)  - 61005,1-Solapur to Goa,Sholapur,Vasco,14h 00m,20:00,10:00,INR850,34Seats available,3.389
Humsafar Travels,1-Solapur to Goa,"Vinayak Humsafar Travels,Mech...",Madgaon,08h 45m,23:15,08:00,INR1450,24Seats available,3.171
S R Travels,1-Solapur to Goa,Solapur,Mapusa,12h 15m,18:45,07:00,INR700,26Seats available,2.871
Sharma Travels,1-Solapur to Goa,"Vinayak humsafar  travels,nea...",Panjim,10h 00m,23:01,09:01,INR1333,11Seats available,3.98
SR Tours & Travels,1-Solapur to Goa,Chatrapati sambhaji maharaj c...,MAPUSA NEAR TAXI STAND,11h 20m,18:10,05:30,1080,28Seats available,2.7
Kadamba Transport Corporation Limited  (KTCL)  - 61005,1-Solapur to Goa,Sholapur,Vasco,14h 00m,20:00,10:00,INR850,34Seats available,3.389
Humsafar Travels,1-Solapur to Goa,"Vinayak Humsafar Travels,Mech...",Madgaon,08h 45m,23:15,08:00,INR1450,24Seats available,3.171
S R Travels,1-Solapur to Goa,Solapur,Mapusa,12h 15m,18:45,07:00,INR700,26Seats available,2.871
Sharma Travels,1-Solapur to Goa,"Vinayak humsafar  travels,nea...",Panjim,10h 00m,23:01,09:01,INR1333,11Seats available,3.98
SR Tours & Travels,1-Solapur to Goa,Chatrapati sambhaji maharaj c...,MAPUSA NEAR TAXI STAND,11h 20m,18:10,05:30,1080,28Seats available,2.7
Kadamba Transport Corporation Limited  (KTCL)  - 61005,1-Solapur to Goa,Sholapur,Vasco,14h 00m,20:00,10:00,INR850,34Seats available,3.389
Humsafar Travels,1-Solapur to Goa,"Vinayak Humsafar Travels,Mech...",Madgaon,08h 45m,23:15,08:00,INR1450,24Seats available,3.171
S R Travels,1-Solapur to Goa,Solapur,Mapusa,12h 15m,18:45,07:00,INR700,26Seats available,2.871
Sharma Travels,1-Solapur to Goa,"Vinayak humsafar  travels,nea...",Panjim,10h 00m,23:01,09:01,INR1333,11Seats available,3.98
SR Tours & Travels,1-Solapur to Goa,Chatrapati sambhaji maharaj c...,MAPUSA NEAR TAXI STAND,11h 20m,18:10,05:30,1080,28Seats available,2.7
Kadamba Transport Corporation Limited  (KTCL)  - 61005,1-Solapur to Goa,Sholapur,Vasco,14h 00m,20:00,10:00,INR850,34Seats available,3.389
Humsafar Travels,1-Solapur to Goa,"Vinayak Humsafar Travels,Mech...",Madgaon,08h 45m,23:15,08:00,INR1450,24Seats available,3.171
S R Travels,1-Solapur to Goa,Solapur,Mapusa,12h 15m,18:45,07:00,INR700,26Seats available,2.871
Sharma Travels,1-Solapur to Goa,"Vinayak humsafar  travels,nea...",Panjim,10h 00m,23:01,09:01,INR1333,11Seats available,3.98
SR Tours & Travels,1-Solapur to Goa,Chatrapati sambhaji maharaj c...,MAPUSA NEAR TAXI STAND,11h 20m,18:10,05:30,1080,28Seats available,2.7
Kadamba Transport Corporation Limited  (KTCL)  - 61005,1-Solapur to Goa,Sholapur,Vasco,14h 00m,20:00,10:00,INR850,34Seats available,3.389
Humsafar Travels,1-Solapur to Goa,"Vinayak Humsafar Travels,Mech...",Madgaon,08h 45m,23:15,08:00,INR1450,24Seats available,3.171
S R Travels,1-Solapur to Goa,Solapur,Mapusa,12h 15m,18:45,07:00,INR700,26Seats available,2.871
Sharma Travels,1-Solapur to Goa,"Vinayak humsafar  travels,nea...",Panjim,10h 00m,23:01,09:01,INR1333,11Seats available,3.98
SR Tours & Travels,1-Solapur to Goa,Chatrapati sambhaji maharaj c...,MAPUSA NEAR TAXI STAND,11h 20m,18:10,05:30,1080,28Seats available,2.7
Kadamba Transport Corporation Limited  (KTCL)  - 61005,1-Solapur to Goa,Sholapur,Vasco,14h 00m,20:00,10:00,INR850,34Seats available,3.389
Humsafar Travels,1-Solapur to Goa,"Vinayak Humsafar Travels,Mech...",Madgaon,08h 45m,23:15,08:00,INR1450,24Seats available,3.171
S R Travels,1-Solapur to Goa,Solapur,Mapusa,12h 15m,18:45,07:00,INR700,26Seats available,2.871
Sharma Travels,1-Solapur to Goa,"Vinayak humsafar  travels,nea...",Panjim,10h 00m,23:01,09:01,INR1333,11Seats available,3.98
SR Tours & Travels,1-Solapur to Goa,Chatrapati sambhaji maharaj c...,MAPUSA NEAR TAXI STAND,11h 20m,18:10,05:30,1080,28Seats available,2.7
Kadamba Transport Corporation Limited  (KTCL)  - 61005,1-Solapur to Goa,Sholapur,Vasco,14h 00m,20:00,10:00,INR850,34Seats available,3.389
Humsafar Travels,1-Solapur to Goa,"Vinayak Humsafar Travels,Mech...",Madgaon,08h 45m,23:15,08:00,INR1450,24Seats available,3.171
S R Travels,1-Solapur to Goa,Solapur,Mapusa,12h 15m,18:45,07:00,INR700,26Seats available,2.871
Sharma Travels,1-Solapur to Goa,"Vinayak humsafar  travels,nea...",Panjim,10h 00m,23:01,09:01,INR1333,11Seats available,3.98
SR Tours & Travels,1-Solapur to Goa,Chatrapati sambhaji maharaj c...,MAPUSA NEAR TAXI STAND,11h 20m,18:10,05:30,1080,28Seats available,2.7
name,Route,Source,Dest,Duration,Starting time,Reach Time,Price,Seats,Rating
Ashoka Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 20m,08:30,14:50,INR500,20Seats available,3.6239
Hans Travels (I) Private Limited,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 20m,12:30,18:50,INR600,20Seats available,3.235
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 30m,14:00,20:30,INR750,27Seats available,4.016
Shri Ganesh Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Dabholkar Corner,06h 00m,14:00,20:00,INR999,31Seats available,3.213
Asmat Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 00m,14:30,20:30,INR500,35Seats available,3.14
Ashoka Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 20m,08:30,14:50,INR500,20Seats available,3.6239
Hans Travels (I) Private Limited,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 20m,12:30,18:50,INR600,20Seats available,3.235
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 30m,14:00,20:30,INR750,27Seats available,4.016
Shri Ganesh Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Dabholkar Corner,06h 00m,14:00,20:00,INR999,31Seats available,3.213
Asmat Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 00m,14:30,20:30,INR500,35Seats available,3.14
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 15m,15:30,21:45,INR650,18Seats available,4.413
Zingbus Plus,1-Goa to Kolhapur(Maharashtra),Mapusa,Rankala Bus Stand,06h 05m,19:40,01:45,540,26Seats available,4.922
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 10m,17:30,23:40,INR599,24Seats available,3.322
Zingbus Plus,1-Goa to Kolhapur(Maharashtra),Mapusa,Rankala Bus Stand,06h 05m,18:10,00:15,630,18Seats available,4.437
Amrutyog Travels,1-Goa to Kolhapur(Maharashtra),Madgaon,Dabholkar Corner,07h 30m,19:00,02:30,INR499,29Seats available,4.68
Ashoka Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 20m,08:30,14:50,INR500,20Seats available,3.6239
Hans Travels (I) Private Limited,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 20m,12:30,18:50,INR600,20Seats available,3.235
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 30m,14:00,20:30,INR750,27Seats available,4.016
Shri Ganesh Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Dabholkar Corner,06h 00m,14:00,20:00,INR999,31Seats available,3.213
Asmat Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 00m,14:30,20:30,INR500,35Seats available,3.14
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 15m,15:30,21:45,INR650,18Seats available,4.413
Zingbus Plus,1-Goa to Kolhapur(Maharashtra),Mapusa,Rankala Bus Stand,06h 05m,19:40,01:45,540,26Seats available,4.922
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 10m,17:30,23:40,INR599,24Seats available,3.322
Zingbus Plus,1-Goa to Kolhapur(Maharashtra),Mapusa,Rankala Bus Stand,06h 05m,18:10,00:15,630,18Seats available,4.437
Amrutyog Travels,1-Goa to Kolhapur(Maharashtra),Madgaon,Dabholkar Corner,07h 30m,19:00,02:30,INR499,29Seats available,4.68
Laxmi Queen Prime,1-Goa to Kolhapur(Maharashtra),Mapusa,Kolhapur Near Bus Stand,06h 00m,19:30,01:30,INR799,30Seats available,3.8
Laxmi Empress Stellar,1-Goa to Kolhapur(Maharashtra),Mapusa,Kolhapur Near Bus Stand,06h 00m,19:45,01:45,INR699,30Seats available,3.8
Ashray Travels,1-Goa to Kolhapur(Maharashtra),Mapusa,Dabholkar Corner,05h 30m,20:00,01:30,INR333,44Seats available,3.723
Vaibhav Travels,1-Goa to Kolhapur(Maharashtra),Verna,Shri Balaji Trvl Miraj Hira C...,10h 12m,20:00,06:12,INR700,27Seats available,3.8204
Atmaram Travels (Shreyas),1-Goa to Kolhapur(Maharashtra),Mapusa,"Dabholkar Corner, H.P Petrol ...",06h 00m,20:03,02:03,INR599,21Seats available,4.0
Ashoka Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 20m,08:30,14:50,INR500,20Seats available,3.6239
Hans Travels (I) Private Limited,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 20m,12:30,18:50,INR600,20Seats available,3.235
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 30m,14:00,20:30,INR750,27Seats available,4.016
Shri Ganesh Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Dabholkar Corner,06h 00m,14:00,20:00,INR999,31Seats available,3.213
Asmat Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 00m,14:30,20:30,INR500,35Seats available,3.14
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 15m,15:30,21:45,INR650,18Seats available,4.413
Zingbus Plus,1-Goa to Kolhapur(Maharashtra),Mapusa,Rankala Bus Stand,06h 05m,19:40,01:45,540,26Seats available,4.922
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 10m,17:30,23:40,INR599,24Seats available,3.322
Zingbus Plus,1-Goa to Kolhapur(Maharashtra),Mapusa,Rankala Bus Stand,06h 05m,18:10,00:15,630,18Seats available,4.437
Amrutyog Travels,1-Goa to Kolhapur(Maharashtra),Madgaon,Dabholkar Corner,07h 30m,19:00,02:30,INR499,29Seats available,4.68
Laxmi Queen Prime,1-Goa to Kolhapur(Maharashtra),Mapusa,Kolhapur Near Bus Stand,06h 00m,19:30,01:30,INR799,30Seats available,3.8
Laxmi Empress Stellar,1-Goa to Kolhapur(Maharashtra),Mapusa,Kolhapur Near Bus Stand,06h 00m,19:45,01:45,INR699,30Seats available,3.8
Ashray Travels,1-Goa to Kolhapur(Maharashtra),Mapusa,Dabholkar Corner,05h 30m,20:00,01:30,INR333,44Seats available,3.723
Vaibhav Travels,1-Goa to Kolhapur(Maharashtra),Verna,Shri Balaji Trvl Miraj Hira C...,10h 12m,20:00,06:12,INR700,27Seats available,3.8204
Atmaram Travels (Shreyas),1-Goa to Kolhapur(Maharashtra),Mapusa,"Dabholkar Corner, H.P Petrol ...",06h 00m,20:03,02:03,INR599,21Seats available,4.0
Laxmi Queen Asta,1-Goa to Kolhapur(Maharashtra),Mapusa,Kolhapur Near Bus Stand,05h 30m,20:30,02:00,INR799,30Seats available,4.96
Atmaram Travels (Shreyas),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 00m,20:30,02:30,INR440,23Seats available,4.0
Zingbus Plus,1-Goa to Kolhapur(Maharashtra),Pernem,Rankala Bus Stand,05h 40m,21:05,02:45,596,22Seats available,4.613
Laxmi Queen Grand,1-Goa to Kolhapur(Maharashtra),Mapusa,Kolhapur Near Bus Stand,05h 30m,21:00,02:30,INR799,30Seats available,3.95
PSR Travels (Vaibhav),1-Goa to Kolhapur(Maharashtra),Mapusa,Vaibhav Trvl Off. CBS Stand M...,05h 00m,22:30,03:30,INR799,28Seats available,4.117
Ashoka Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 20m,08:30,14:50,INR500,20Seats available,3.6239
Hans Travels (I) Private Limited,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 20m,12:30,18:50,INR600,20Seats available,3.235
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 30m,14:00,20:30,INR750,27Seats available,4.016
Shri Ganesh Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Dabholkar Corner,06h 00m,14:00,20:00,INR999,31Seats available,3.213
Asmat Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 00m,14:30,20:30,INR500,35Seats available,3.14
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 15m,15:30,21:45,INR650,18Seats available,4.413
Zingbus Plus,1-Goa to Kolhapur(Maharashtra),Mapusa,Rankala Bus Stand,06h 05m,19:40,01:45,540,26Seats available,4.922
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 10m,17:30,23:40,INR599,24Seats available,3.322
Zingbus Plus,1-Goa to Kolhapur(Maharashtra),Mapusa,Rankala Bus Stand,06h 05m,18:10,00:15,630,18Seats available,4.437
Amrutyog Travels,1-Goa to Kolhapur(Maharashtra),Madgaon,Dabholkar Corner,07h 30m,19:00,02:30,INR499,29Seats available,4.68
Laxmi Queen Prime,1-Goa to Kolhapur(Maharashtra),Mapusa,Kolhapur Near Bus Stand,06h 00m,19:30,01:30,INR799,30Seats available,3.8
Laxmi Empress Stellar,1-Goa to Kolhapur(Maharashtra),Mapusa,Kolhapur Near Bus Stand,06h 00m,19:45,01:45,INR699,30Seats available,3.8
Ashray Travels,1-Goa to Kolhapur(Maharashtra),Mapusa,Dabholkar Corner,05h 30m,20:00,01:30,INR333,44Seats available,3.723
Vaibhav Travels,1-Goa to Kolhapur(Maharashtra),Verna,Shri Balaji Trvl Miraj Hira C...,10h 12m,20:00,06:12,INR700,27Seats available,3.8204
Atmaram Travels (Shreyas),1-Goa to Kolhapur(Maharashtra),Mapusa,"Dabholkar Corner, H.P Petrol ...",06h 00m,20:03,02:03,INR599,21Seats available,4.0
Laxmi Queen Asta,1-Goa to Kolhapur(Maharashtra),Mapusa,Kolhapur Near Bus Stand,05h 30m,20:30,02:00,INR799,30Seats available,4.96
Atmaram Travels (Shreyas),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 00m,20:30,02:30,INR440,23Seats available,4.0
Zingbus Plus,1-Goa to Kolhapur(Maharashtra),Pernem,Rankala Bus Stand,05h 40m,21:05,02:45,596,22Seats available,4.613
Laxmi Queen Grand,1-Goa to Kolhapur(Maharashtra),Mapusa,Kolhapur Near Bus Stand,05h 30m,21:00,02:30,INR799,30Seats available,3.95
PSR Travels (Vaibhav),1-Goa to Kolhapur(Maharashtra),Mapusa,Vaibhav Trvl Off. CBS Stand M...,05h 00m,22:30,03:30,INR799,28Seats available,4.117
Atmaram Travels (Vaibhav),1-Goa to Kolhapur(Maharashtra),Mapusa,"Dabholkar Corner, H.P Petrol ...",05h 30m,22:31,04:01,INR799,19Seats available,4.112
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,"Dabholkar Corner, H.P Petrol ...",06h 30m,16:30,23:00,INR606,23Seats available,2.25
Manish Travels,1-Goa to Kolhapur(Maharashtra),Madgaon,Kolhapur Opp Royal Plazz (Bus...,07h 10m,16:45,23:55,INR350,32Seats available,2.526
Anand Travels,1-Goa to Kolhapur(Maharashtra),Madgaon,Kolhapur S T Bus Stand,08h 00m,18:00,02:00,594,24Seats available,2.8
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,"Dabholkar Corner, H.P Petrol ...",06h 15m,18:30,00:45,INR555,19Seats available,2.87
Ashoka Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 20m,08:30,14:50,INR500,20Seats available,3.6239
Hans Travels (I) Private Limited,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 20m,12:30,18:50,INR600,20Seats available,3.235
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 30m,14:00,20:30,INR750,27Seats available,4.016
Shri Ganesh Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Dabholkar Corner,06h 00m,14:00,20:00,INR999,31Seats available,3.213
Asmat Travels,1-Goa to Kolhapur(Maharashtra),Panjim,Bus Stand,06h 00m,14:30,20:30,INR500,35Seats available,3.14
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 15m,15:30,21:45,INR650,18Seats available,4.413
Zingbus Plus,1-Goa to Kolhapur(Maharashtra),Mapusa,Rankala Bus Stand,06h 05m,19:40,01:45,540,26Seats available,4.922
Atmaram Travels (Dolphin),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 10m,17:30,23:40,INR599,24Seats available,3.322
Zingbus Plus,1-Goa to Kolhapur(Maharashtra),Mapusa,Rankala Bus Stand,06h 05m,18:10,00:15,630,18Seats available,4.437
Amrutyog Travels,1-Goa to Kolhapur(Maharashtra),Madgaon,Dabholkar Corner,07h 30m,19:00,02:30,INR499,29Seats available,4.68
Laxmi Queen Prime,1-Goa to Kolhapur(Maharashtra),Mapusa,Kolhapur Near Bus Stand,06h 00m,19:30,01:30,INR799,30Seats available,3.8
Laxmi Empress Stellar,1-Goa to Kolhapur(Maharashtra),Mapusa,Kolhapur Near Bus Stand,06h 00m,19:45,01:45,INR699,30Seats available,3.8
Ashray Travels,1-Goa to Kolhapur(Maharashtra),Mapusa,Dabholkar Corner,05h 30m,20:00,01:30,INR333,44Seats available,3.723
Vaibhav Travels,1-Goa to Kolhapur(Maharashtra),Verna,Shri Balaji Trvl Miraj Hira C...,10h 12m,20:00,06:12,INR700,27Seats available,3.8204
Atmaram Travels (Shreyas),1-Goa to Kolhapur(Maharashtra),Mapusa,"Dabholkar Corner, H.P Petrol ...",06h 00m,20:03,02:03,INR599,21Seats available,4.0
Laxmi Queen Asta,1-Goa to Kolhapur(Maharashtra),Mapusa,Kolhapur Near Bus Stand,05h 30m,20:30,02:00,INR799,30Seats available,4.96
Atmaram Travels (Shreyas),1-Goa to Kolhapur(Maharashtra),Mapusa,Bus Stand,06h 00m,20:30,02:30,INR440,23Seats available,4.0
Zingbus Plus,1-Goa to Kolhapur(Maharashtra),Pernem,Rankala Bus Stand,05h 40m,21:05,02:45,596,22Seats available,4.613
Laxmi Queen Grand,1-Goa to Kolhapur(Maharashtra),Mapusa,Kolhapur Near Bus Stand,05h 30m,21:00,02:30,INR799,30Seats available,3.95
PSR Travels (Vaibhav),1-Goa to Kolhapur(Maharashtra),Mapusa,Vaibhav Trvl Off. CBS Stand M...,05h 00m,22:30,03:30,INR799,28Seats available,4.117
Atmaram Travels (Vaibhav),1-Goa to Kolhapur(Maharashtra),Mapusa,"Dabholkar Corner, H.P Petrol ...",05h 30m,22:31,04:01,INR799,19Seats available,4.112
